type,medicine,condition,food,interaction,explanation,safe_alternative
condition,,hypoxia,brassica rapa,safe,"the tibetan turnip (brassica rapa l.) has a wide array of medicine properties including heat-clearing, detoxifying and anti-hypoxia as listed in the famous centuries-old tibetan medicine classic ""the four medical tantras"".",
condition,,osteoporosis,salt,dangerous,"salt has notoriously been blamed for causing an increase in the urinary excretion of calcium, and thus is a considered a risk factor for osteoporosis.",
condition,,prediabetes,bread,safe,bread may support balanced diet for prediabetes.,
condition,,allergy,wheat flour,dangerous,occupational allergy to components of wheat flour is the main cause of rhinitis and asthma of workers in bakeries and similar activities.,
condition,,asthma,less healthy diet,dangerous,"we observed a significant positive association between less healthy diet, as expressed by higher fsam-nps di, and the asthma symptom score.",
condition,,g6pd) deficiency,blueberries,dangerous,"however, there is evidence in the literature stating that blueberries should be avoided in individuals with glucose-6-phosphate dehydrogenase (g6pd) deficiency.",
condition,,prediabetes,egg omelet substitute,safe,egg omelet substitute may support balanced diet for prediabetes.,
condition,,respiratory symptoms,ammonia,dangerous,"high endotoxin, ammonia, and dust levels contribute to acute and chronic respiratory symptoms in people who work in these settings.",
condition,,ad,olive oil (,safe,a growing body of evidence including our studies supports a protective effect of oleocanthal (oc) and extra-virgin olive oil (evoo) at early ad stages before the onset of pathology.,
condition,,hypertension,egg omelet,safe,egg omelet may support balanced diet for hypertension.,
condition,,cancers,olive oil,safe,"traditional mediterranean diet (md) is associated by the low-prevalence of certain types of cancers and cvds, where olive oil plays an important role.",
condition,,hypertension,salad dressing,safe,salad dressing is nutritious and may help manage hypertension.,
condition,,toxicity,ascorbic acids,dangerous,"antioxidants such as phlorotannins, ascorbic acids, tocopherols, carotenoids from red algae showed toxicity on some cancer cells without side effects.",
condition,,inflammation,mediterranean diet,safe,a mediterranean diet (medi) style has been reported as associated with a lower degree of inflammation biomarkers and with a protective role on cardiovascular and cerebrovascular events.,
condition,,neural tube defects,fb1-contaminated corn,dangerous,a relationship between maternal ingestion of fb1-contaminated corn during early pregnancy and increased risk for neural tube defects (ntds) has recently been proposed in human populations around the world where corn is a dietary staple.,
condition,,human diseases,extra-virgin olive oil,safe,"oleocanthal (olc) is a phenolic component of extra-virgin olive oil, recently supposed to be involved in the modulation of some human diseases, such as inflammation and alzheimer.",
condition,,stroke,nuts,safe,a recent study confirmed the stroke preventive effect of a mediterranean diet rich in olive oil and nuts; a ketogenic diet reduces seizure frequency in epilepsy.,
condition,,cardiovascular disease,peas,safe,"pulses, including peas, are a good source of protein, dietary fiber, folic acid, and iron and are reported to reduce the risk for cardiovascular disease and diabetes.",
condition,,obesity,high-calorie diet,dangerous,a high-calorie diet (hcd) induces two mutually exacerbating effects contributing to diet-induced obesity (dio): impaired glucose metabolism and increased food consumption.,
condition,,hypertension,grape seed proanthocyanidin extract (gspe),safe,the development of hypertension (htn) in cafeteria (caf) diet-fed rats was demonstrated to be attenuated after grape seed proanthocyanidin extract (gspe) administration.,
condition,,hypertension,frozen meal (containing meat and vegetables),safe,frozen meal (containing meat and vegetables) is nutritious and may help manage hypertension.,
condition,,diabetes,sfp,safe,"in short, this study demonstrated that sfp could be developed as functional foods or pharmaceutical supplements for the prevention or mitigation of diabetes and its complications.",
condition,,asthma,saffron,safe,saffron has anti-inflammatory effects and may has beneficial effects on asthma.,
condition,,dementia,allium hirtifolium boiss,safe,allium hirtifolium boiss and astragalus hamosus l. are mentioned in iranian traditional medicine documentation as therapy for a kind of dementia with the features and symptoms similar to those of alzheimer's disease (ad).,
condition,,cardiovascular diseases,mediterranean diet,safe,the mediterranean diet has been associated with lower mortality and lower risk of cardiovascular diseases and cancer.,
condition,,malnutrition,selective nutrition,safe,selective nutrition therapy for asd and brain function shows improvement in behavioral changes and reduction in malnutrition seemingly associated with the allergies or food intolerances to gluten.,
condition,,atherosclerosis,milk,dangerous,milk is often seen as a potential promotor of atherosclerosis and coronary heart disease because it is a source of cholesterol and saturated fatty acids.,
condition,,metabolic syndrome,coffee,safe,"further, waste products from tropical fruits including mangosteen rind, coffee pulp and spent coffee grounds provide further options to reduce metabolic syndrome.",
condition,,hypoglycemic,trigonella foenum-graecum,dangerous,"trigonella foenum-graecum (fenugreek) has been reported to have hypoglycemic, hypocholesterolemic, hyperinsulinemic and anti-diabetic properties.",
condition,,ad,rice,safe,components of the germ layer and bran of brown rice (br) help maintain good health and prevent ad.,
condition,,type 2 diabetes mellitus,chickpea flour,safe,food supplementation with a fiber mix of guar gum and chickpea flour represents a promising approach to reduce the risk of type 2 diabetes mellitus (t2dm) by attenuating postprandial glycemia.,
condition,,ra,experimental drug,safe,"as only 10% of experimental drug candidates for treatment of ra that enter phase i trials are eventually registered by the food and drug administration, there is an immediate need for translational tools to facilitate early decision-making in drug development.",
condition,,osteoporosis,olive oil consumption,safe,rates of osteoporosis are significantly lower in regions of the world where olive oil consumption is a dietary cornerstone.,
condition,,prediabetes,shakes/drink mixes,can worsen,shakes/drink mixes with serving size 166.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,abdominal pain,welsh onion,safe,"allium fistulosum (welsh onion) is a traditional medicinal plant used for the treatment of colds, influenza, abdominal pain, headache, and heart disease.",
condition,,cvd,cheese,safe,"in subgroup analysis, cheese and yogurt consumptions were associated with decreased cvd risk (or = 0.87, 95% ci = 0.80-0.94 for cheese and or = 0.",
condition,,diabetic,sage,safe,salvia officinalis l. (sage) is a medicinal plant used as an ingredient in foods and beverages and displays a wide range of biological and pharmacological activities including anti-diabetic effects.,
condition,,hyperlipidemia,ginger,safe,"ginger (zingiber officinale roscoe, zingiberaceae) has been documented to ameliorate hyperlipidemia, hyperglycemia, oxidative stress, and inflammation.",
condition,,insulin resistance,cocoa plant,safe,"flavanoids in the cocoa plant may ameliorate insulin resistance by improving endothelial function, altering glucose metabolism, and reducing oxidative stress.",
condition,,hypertension,potato,can worsen,potato with serving size 369.0g recorded in nhanes dietary data for hypertension and prediabetes patients.,
condition,,prediabetes,"meat substitute, cereal- and vegetable protein-based, fried",can worsen,"meat substitute, cereal- and vegetable protein-based, fried with serving size 100.0g recorded in nhanes dietary data for hypertension and prediabetes patients.",
